id,title,budget,genre,popularity,release_date,revenue,runtime,vote_average
20556,,,Music,,,,,
20556,,,Documentary,,,,,
20558,,,Family,,,,,
20558,,,Animation,,,,,
20558,,,Thriller,,,,,
205584,Gods of Egypt,140000000,Fantasy,13.337707,2016-02-25,150680864.0,127.0,5.2
205587,The Judge,50000000,Drama,17.887943,2014-10-08,83719388.0,141.0,7.2
205588,,,Thriller,,,,,
205596,The Imitation Game,14000000,History,31.59594,2014-11-14,233555708.0,113.0,8.0
205596,The Imitation Game,14000000,Drama,31.59594,2014-11-14,233555708.0,113.0,8.0
205596,The Imitation Game,14000000,Thriller,31.59594,2014-11-14,233555708.0,113.0,8.0
205596,The Imitation Game,14000000,War,31.59594,2014-11-14,233555708.0,113.0,8.0
2056,The Station Agent,500000,Comedy,5.85469,2003-01-26,8679814.0,88.0,7.4
2056,The Station Agent,500000,Drama,5.85469,2003-01-26,8679814.0,88.0,7.4
205601,Belle,10900000,Drama,13.454169,2013-09-08,16505460.0,105.0,7.2
205608,,,Documentary,,,,,
20561,,,Foreign,,,,,
20561,,,Documentary,,,,,
20562,,,Documentary,,,,,
20562,,,Foreign,,,,,
20564,,,Drama,,,,,
20564,,,Romance,,,,,
20565,,,Documentary,,,,,
20565,,,Foreign,,,,,
20567,,,Action,,,,,
20567,,,Crime,,,,,
205673,,,Comedy,,,,,
2057,Original Sin,42000000,Thriller,9.970359,2001-08-03,35402320.0,118.0,5.8
